,r11,r12,r13,r21,r22,r23,r31,r32,r33,px,py,pz,gripper
2189,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.08576108444672353,1
2190,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.08392076242187294,1
2191,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.08210152736082589,1
2192,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.08030404652122805,1
2193,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.07852897288552202,1
2194,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.07677694464184726,1
2195,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.07504858466494285,1
2196,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.07334449999704828,1
2197,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.07166528132880638,1
2198,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.07001150248016369,1
2199,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.06838371988127273,1
2200,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.06678247205339381,1
2201,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.06520827908979607,1
2202,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.06366164213666017,1
2203,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.062143042873978545,1
2204,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.06065294299645897,1
2205,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.05919178369442408,1
2206,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.05775998513471479,1
2207,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.056357945941591145,1
2208,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.054986042677633934,1
2209,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.05364462932464665,1
2210,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.052334036764557265,1
2211,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.051054572260319155,1
2212,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.049806518936814065,1
2213,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.048590135261752015,1
2214,0.0,0.9999996829318346,0.0007963267107332633,0.0,0.0007963267107332633,-0.9999996829318346,-1.0,0.0,0.0,0.0,-1.0,0.04740565452657494,1
